기간	자치구	동	합계	합계	합계	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형
기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2019	동작구	사당3동	800	468	332	349	187	162	92	60	32	69	42	27	127	79	48	6	4	2	47	29	18	19	17	2	25	12	13	37	17	20	2	2	-	5	4	1	10	5	5	2	1	1	8	8	-	2	1	1
2019	동작구	사당4동	563	329	234	257	147	110	58	33	25	70	40	30	83	47	36	2	2	-	27	18	9	8	6	2	14	8	6	30	18	12	2	1	1	3	3	-	5	4	1	-	-	-	2	1	1	2	1	1
2019	동작구	사당5동	484	267	217	204	110	94	58	29	29	49	31	18	65	31	34	4	4	-	21	11	10	16	14	2	25	11	14	27	15	12	1	-	1	2	2	-	6	5	1	-	-	-	6	4	2	-	-	-
2019	동작구	대방동	1,598	892	706	698	384	314	170	93	77	163	101	62	233	117	116	13	9	4	127	73	54	14	12	2	65	33	32	78	49	29	5	3	2	5	3	2	5	4	1	-	-	-	15	8	7	7	3	4
2019	동작구	신대방1동	815	469	346	362	203	159	94	52	42	77	46	31	125	72	53	5	4	1	57	35	22	17	16	1	24	10	14	37	18	19	2	2	-	1	1	-	7	7	-	1	-	1	4	3	1	2	-	2
2019	동작구	신대방2동	711	431	280	325	193	132	86	47	39	64	39	25	115	63	52	8	8	-	38	26	12	12	11	1	15	9	6	30	24	6	1	-	1	3	1	2	3	2	1	1	1	-	5	4	1	5	3	2
2019	동작구	흑석동	1,149	636	513	532	268	264	122	77	45	111	69	42	162	81	81	16	8	8	61	41	20	12	10	2	45	28	17	54	28	26	3	3	-	8	5	3	10	7	3	-	-	-	12	10	2	1	1	-
2019	동작구	노량진1동	1,266	728	538	556	301	255	139	79	60	136	88	48	197	121	76	16	10	6	72	43	29	12	9	3	51	27	24	50	23	27	2	-	2	7	7	-	9	8	1	1	1	-	15	10	5	3	1	2
2019	동작구	사당2동	929	508	421	391	199	192	101	59	42	114	66	48	154	78	76	11	9	2	41	27	14	16	13	3	24	12	12	53	33	20	2	1	1	3	2	1	9	4	5	-	-	-	9	5	4	1	-	1
2019	관악구	소계	20,299	11,967	8,332	9,173	5,244	3,929	1,983	1,224	759	2,296	1,421	875	2,868	1,656	1,212	166	123	43	1,325	811	514	235	196	39	851	432	419	937	553	384	54	36	18	97	76	21	104	72	32	14	8	6	137	80	57	59	35	24
2019	관악구	보라매동	1,144	641	503	489	266	223	134	77	57	132	77	55	150	88	62	13	7	6	85	46	39	16	14	2	45	16	29	60	38	22	2	1	1	1	1	-	4	2	2	2	-	2	8	6	2	3	2	1
2019	관악구	청림동	659	384	275	294	161	133	76	44	32	73	44	29	96	47	49	4	2	2	37	30	7	8	8	-	25	15	10	30	22	8	-	-	-	4	4	-	6	4	2	-	-	-	4	2	2	2	1	1
2019	관악구	행운동	1,111	664	447	480	277	203	120	65	55	123	91	32	167	97	70	10	8	2	73	48	25	9	5	4	61	29	32	45	31	14	2	-	2	5	5	-	5	2	3	-	-	-	8	4	4	3	2	1
2019	관악구	낙성대동	465	253	212	214	119	95	50	26	24	42	25	17	74	40	34	1	1	-	26	9	17	6	6	-	15	10	5	25	8	17	2	2	-	3	3	-	3	3	-	-	-	-	4	1	3	-	-	-
2019	관악구	중앙동	597	351	246	286	156	130	63	43	20	70	45	25	82	52	30	3	2	1	44	23	21	6	5	1	14	7	7	16	9	7	1	1	-	2	1	1	5	4	1	-	-	-	3	1	2	2	2	-
2019	관악구	인헌동	913	510	403	426	238	188	83	48	35	87	48	39	145	72	73	2	1	1	56	35	21	9	8	1	45	22	23	43	26	17	5	4	1	3	2	1	6	4	2	-	-	-	3	2	1	-	-	-
2019	관악구	남현동	570	336	234	256	145	111	57	33	24	61	39	22	66	40	26	7	5	2	36	21	15	7	5	2	29	17	12	40	24	16	1	1	-	4	3	1	3	2	1	-	-	-	2	1	1	1	-	1
2019	관악구	서원동	826	513	313	365	222	143	77	49	28	115	74	41	113	59	54	11	6	5	47	33	14	8	7	1	23	15	8	37	24	13	2	1	1	5	4	1	4	4	-	1	1	-	13	11	2	5	3	2
2019	관악구	신원동	830	477	353	361	196	165	68	42	26	91	50	41	125	64	61	7	6	1	58	40	18	7	7	-	45	26	19	48	31	17	2	2	-	4	3	1	5	4	1	1	-	1	5	4	1	3	2	1
2019	관악구	서림동	853	519	334	398	229	169	73	53	20	94	62	32	121	77	44	6	5	1	55	26	29	12	12	-	50	23	27	27	17	10	1	1	-	6	6	-	3	2	1	-	-	-	7	6	1	-	-	-
2019	관악구	신사동	923	563	360	423	252	171	77	48	29	107	71	36	137	81	56	8	7	1	74	37	37	9	7	2	37	26	11	36	25	11	1	1	-	5	2	3	2	2	-	-	-	-	4	2	2	3	2	1
2019	관악구	신림동	560	336	224	246	143	103	63	35	28	91	65	26	69	42	27	3	1	2	28	17	11	5	5	-	12	5	7	32	16	16	-	-	-	2	2	-	4	2	2	-	-	-	1	-	1	4	3	1
2019	관악구	난향동	723	427	296	315	189	126	80	55	25	79	42	37	105	60	45	9	6	3	47	28	19	14	10	4	20	4	16	37	21	16	1	1	-	3	3	-	3	2	1	1	-	1	6	4	2	3	2	1
2019	관악구	조원동	728	463	265	326	204	122	68	42	26	90	58	32	108	70	38	8	8	-	43	26	17	7	5	2	20	13	7	42	27	15	2	-	2	5	4	1	1	1	-	2	1	1	5	3	2	1	1	-
2019	관악구	대학동	720	455	265	337	205	132	66	45	21	84	53	31	80	55	25	4	3	1	33	18	15	10	8	2	49	31	18	33	20	13	3	2	1	2	1	1	9	7	2	1	1	-	6	4	2	3	2	1
2019	관악구	은천동	1,688	985	703	773	438	335	176	103	73	201	126	75	218	130	88	11	8	3	120	75	45	23	20	3	65	33	32	73	34	39	6	4	2	7	6	1	6	4	2	-	-	-	5	3	2	4	1	3
2019	관악구	성현동	1,442	826	616	667	364	303	136	87	49	165	99	66	184	101	83	10	6	4	102	66	36	19	15	4	63	30	33	59	36	23	2	1	1	7	6	1	9	5	4	1	1	-	11	4	7	7	5	2
2019	관악구	청룡동	1,011	621	390	465	271	194	89	58	31	118	75	43	150	94	56	11	8	3	63	44	19	12	10	2	40	22	18	43	26	17	3	1	2	3	3	-	7	6	1	1	1	-	6	2	4	-	-	-
2019	관악구	난곡동	1,584	921	663	677	385	292	152	92	60	186	116	70	228	126	102	12	10	2	113	72	41	11	8	3	71	38	33	80	44	36	5	3	2	16	9	7	6	2	4	2	1	1	16	10	6	9	5	4
2019	관악구	삼성동	1,558	884	674	708	396	312	143	92	51	136	71	65	259	143	116	12	11	1	103	65	38	20	16	4	78	35	43	70	36	34	6	5	1	4	3	1	4	4	-	1	1	-	8	4	4	6	2	4
2019	관악구	미성동	1,394	838	556	667	388	279	132	87	45	151	90	61	191	118	73	14	12	2	82	52	30	17	15	2	44	15	29	61	38	23	7	5	2	6	5	1	9	6	3	1	1	-	12	6	6	-	-	-
2019	서초구	소계	10,556	6,190	4,366	4,371	2,452	1,919	1,217	708	509	1,214	743	471	1,437	818	619	83	62	21	743	476	267	282	235	47	365	169	196	527	312	215	31	20	11	58	35	23	121	94	27	2	2	-	79	52	27	26	12	14
2019	서초구	서초1동	489	280	209	203	109	94	72	37	35	47	34	13	64	35	29	2	1	1	27	18	9	12	12	-	21	6	15	22	11	11	-	-	-	3	2	1	8	8	-	-	-	-	6	5	1	2	2	-
2019	서초구	서초2동	297	171	126	115	60	55	38	22	16	33	20	13	46	27	19	3	3	-	17	12	5	11	10	1	10	4	6	15	7	8	1	1	-	1	1	-	3	2	1	-	-	-	2	1	1	2	1	1
2019	서초구	서초3동	700	423	277	273	157	116	74	42	32	90	58	32	105	67	38	8	7	1	46	29	17	21	17	4	22	12	10	38	17	21	1	-	1	6	4	2	7	6	1	1	1	-	7	6	1	1	-	1
2019	서초구	서초4동	463	282	181	188	103	85	63	39	24	50	32	18	57	34	23	8	7	1	26	18	8	23	20	3	4	2	2	26	15	11	3	1	2	3	2	1	5	3	2	-	-	-	7	6	1	-	-	-
2019	서초구	잠원동	621	372	249	263	147	116	73	42	31	70	45	25	84	51	33	3	2	1	38	22	16	27	23	4	18	9	9	26	17	9	1	1	-	2	2	-	6	5	1	-	-	-	8	4	4	2	2	-
2019	서초구	반포본동	192	123	69	77	47	30	24	17	7	19	13	6	33	20	13	-	-	-	11	9	2	8	8	-	1	-	1	12	6	6	-	-	-	3	1	2	3	2	1	-	-	-	1	-	1	-	-	-
2019	서초구	반포1동	564	315	249	250	139	111	67	31	36	65	39	26	70	39	31	7	7	-	32	18	14	9	7	2	19	11	8	27	14	13	2	-	2	5	2	3	3	3	-	-	-	-	6	4	2	2	1	1
2019	서초구	반포2동	258	135	123	114	59	55	33	19	14	29	16	13	37	15	22	2	1	1	8	3	5	9	6	3	9	5	4	11	6	5	-	-	-	1	1	-	4	4	-	-	-	-	1	-	1	-	-	-
2019	서초구	반포3동	315	174	141	122	52	70	41	24	17	30	18	12	46	26	20	3	3	-	18	12	6	14	12	2	8	4	4	23	14	9	2	1	1	1	1	-	6	6	-	-	-	-	1	1	-	-	-	-
2019	서초구	반포4동	358	204	154	139	74	65	43	21	22	33	22	11	56	31	25	5	2	3	24	15	9	10	9	1	12	4	8	19	14	5	1	1	-	2	2	-	8	6	2	1	1	-	4	2	2	1	-	1
2019	서초구	방배본동	464	281	183	197	114	83	56	32	24	60	36	24	55	33	22	1	-	1	28	20	8	10	9	1	19	11	8	28	18	10	-	-	-	1	1	-	8	7	1	-	-	-	-	-	-	1	-	1
2019	서초구	방배1동	476	277	199	201	106	95	48	29	19	63	38	25	67	41	26	3	2	1	21	11	10	6	6	-	17	6	11	29	23	6	2	2	-	2	-	2	8	7	1	-	-	-	7	5	2	2	1	1
2019	서초구	방배2동	720	419	301	314	179	135	80	55	25	84	50	34	103	61	42	7	5	2	45	25	20	10	8	2	23	13	10	35	11	24	2	1	1	3	3	-	6	3	3	-	-	-	7	5	2	1	-	1
2019	서초구	방배3동	583	343	240	240	137	103	61	41	20	64	39	25	83	45	38	4	2	2	41	27	14	13	11	2	22	7	15	33	19	14	3	3	-	5	3	2	6	4	2	-	-	-	7	5	2	1	-	1
2019	서초구	방배4동	588	360	228	238	148	90	71	38	33	98	60	38	79	52	27	6	6	-	26	13	13	9	6	3	17	11	6	28	17	11	3	2	1	4	2	2	6	3	3	-	-	-	2	2	-	1	-	1
2019	서초구	양재1동	1,965	1,098	867	849	478	371	214	118	96	202	119	83	254	124	130	14	8	6	160	89	71	42	33	9	94	45	49	96	59	37	5	3	2	9	6	3	12	9	3	-	-	-	9	5	4	5	2	3
2019	서초구	양재2동	650	416	234	277	168	109	77	51	26	74	47	27	96	62	34	5	4	1	42	29	13	13	11	2	18	11	7	27	20	7	3	3	-	2	1	1	11	8	3	-	-	-	3	1	2	2	-	2
2019	서초구	내곡동	853	517	336	311	175	136	82	50	32	103	57	46	102	55	47	2	2	-	133	106	27	35	27	8	31	8	23	32	24	8	2	1	1	5	1	4	11	8	3	-	-	-	1	-	1	3	3	-
2019	강남구	소계	15,439	8,883	6,556	6,304	3,553	2,751	1,798	1,058	740	1,582	924	658	1,891	983	908	128	92	36	1,029	596	433	573	489	84	845	380	465	826	509	317	52	34	18	112	77	35	139	95	44	20	9	11	83	60	23	57	24	33
2019	강남구	신사동	413	238	175	196	110	86	48	24	24	33	19	14	51	30	21	-	-	-	17	9	8	11	10	1	6	3	3	32	19	13	3	2	1	1	1	-	8	6	2	-	-	-	4	4	-	3	1	2
2019	강남구	논현1동	587	365	222	241	143	98	65	47	18	87	49	38	60	39	21	1	1	-	47	33	14	13	10	3	16	7	9	34	20	14	4	3	1	3	3	-	9	5	4	-	-	-	5	4	1	2	1	1
2019	강남구	논현2동	505	298	207	213	121	92	53	28	25	58	31	27	78	49	29	4	3	1	33	21	12	8	7	1	10	4	6	33	19	14	1	1	-	2	2	-	9	9	-	-	-	-	3	3	-	-	-	-
2019	강남구	삼성1동	304	197	107	138	91	47	46	27	19	25	16	9	32	19	13	7	3	4	18	10	8	11	10	1	6	4	2	12	9	3	-	-	-	2	2	-	4	4	-	1	1	-	2	1	1	-	-	-
2019	강남구	삼성2동	565	361	204	218	141	77	74	45	29	76	48	28	65	39	26	-	-	-	33	24	9	23	19	4	23	14	9	31	19	12	3	1	2	3	2	1	11	7	4	-	-	-	4	2	2	1	-	1
2019	강남구	대치1동	285	175	110	100	59	41	41	19	22	33	19	14	36	24	12	-	-	-	17	9	8	21	19	2	5	4	1	15	9	6	-	-	-	1	1	-	10	7	3	1	-	1	4	4	-	1	1	-
2019	강남구	대치4동	384	221	163	179	106	73	43	27	16	41	21	20	43	22	21	3	2	1	21	14	7	9	7	2	12	3	9	24	14	10	2	1	1	-	-	-	2	-	2	-	-	-	4	4	-	1	-	1
2019	강남구	역삼1동	799	479	320	389	232	157	77	42	35	87	52	35	103	61	42	8	6	2	40	24	16	15	15	-	19	11	8	45	26	19	-	-	-	4	3	1	7	3	4	1	1	-	4	3	1	-	-	-
2019	강남구	역삼2동	637	380	257	273	151	122	78	44	34	76	55	21	74	45	29	4	2	2	27	16	11	17	14	3	20	12	8	54	34	20	-	-	-	2	1	1	5	3	2	1	-	1	5	3	2	1	-	1
2019	강남구	도곡1동	425	249	176	169	93	76	65	47	18	40	24	16	54	28	26	3	1	2	33	19	14	16	14	2	10	5	5	27	15	12	-	-	-	-	-	-	2	2	-	2	-	2	3	1	2	1	-	1
2019	강남구	도곡2동	497	303	194	212	123	89	78	48	30	44	25	19	56	31	25	2	2	-	22	14	8	19	17	2	11	6	5	36	29	7	1	1	-	5	3	2	7	2	5	-	-	-	4	2	2	-	-	-
2019	강남구	개포1동	228	140	88	100	60	40	30	18	12	20	12	8	28	16	12	1	1	-	16	9	7	7	7	-	7	4	3	9	7	2	-	-	-	3	2	1	2	1	1	-	-	-	4	2	2	1	1	-
2019	강남구	개포4동	542	308	234	202	110	92	70	43	27	60	41	19	66	32	34	7	5	2	46	23	23	22	17	5	27	11	16	28	17	11	2	1	1	4	2	2	2	2	-	-	-	-	4	3	1	2	1	1
2019	강남구	일원본동	718	336	382	208	119	89	59	34	25	43	27	16	59	27	32	8	7	1	70	21	49	81	67	14	140	4	136	34	21	13	3	1	2	4	2	2	6	4	2	-	-	-	-	-	-	3	2	1
2019	강남구	일원1동	1,084	597	487	431	229	202	121	70	51	105	58	47	119	57	62	10	6	4	73	34	39	44	38	6	97	52	45	51	29	22	2	2	-	11	7	4	7	5	2	2	1	1	9	8	1	2	1	1
2019	강남구	일원2동	1,181	607	574	440	217	223	137	72	65	117	59	58	182	63	119	3	2	1	93	61	32	51	40	11	82	47	35	45	26	19	2	2	-	15	11	4	3	3	-	3	1	2	-	-	-	8	3	5
2019	강남구	수서동	2,173	1,213	960	894	485	409	218	140	78	211	111	100	223	101	122	17	13	4	156	96	60	36	31	5	239	129	110	111	69	42	8	5	3	21	13	8	2	-	2	5	3	2	10	8	2	22	9	13
2019	강남구	세곡동	2,006	1,169	837	844	469	375	234	132	102	195	113	82	268	150	118	20	16	4	137	85	52	86	71	15	75	40	35	92	60	32	8	5	3	18	13	5	11	7	4	3	2	1	9	4	5	6	2	4
2019	강남구	압구정동	489	286	203	195	107	88	60	44	16	52	32	20	79	35	44	3	3	-	28	16	12	17	17	-	8	2	6	34	22	12	3	1	2	1	1	-	7	5	2	-	-	-	2	1	1	-	-	-
2019	강남구	청담동	563	330	233	227	130	97	65	39	26	71	40	31	78	43	35	10	6	4	40	24	16	15	11	4	9	4	5	31	18	13	3	3	-	4	3	1	7	6	1	-	-	-	2	2	-	1	1	-
2019	강남구	대치2동	621	381	240	249	143	106	89	48	41	60	44	16	71	36	35	12	9	3	39	26	13	35	33	2	14	8	6	31	20	11	4	3	1	7	4	3	9	7	2	-	-	-	-	-	-	1	-	1
2019	강남구	개포2동	432	249	183	186	114	72	47	20	27	48	28	20	66	36	30	5	4	1	23	8	15	15	14	1	9	6	3	17	7	10	3	2	1	1	1	-	9	7	2	1	-	1	1	1	-	1	1	-
2019	강남구	기타	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2019	송파구	소계	20,280	12,006	8,274	8,861	5,037	3,824	2,223	1,334	889	2,088	1,301	787	2,537	1,391	1,146	166	122	44	1,527	951	576	630	546	84	653	343	310	1,017	578	439	59	38	21	124	88	36	181	141	40	12	8	4	145	90	55	57	38	19
2019	송파구	풍납1동	692	395	297	283	150	133	81	51	30	79	48	31	112	62	50	4	2	2	44	30	14	17	15	2	24	10	14	35	18	17	-	-	-	5	4	1	2	1	1	-	-	-	4	3	1	2	1	1
2019	송파구	풍납2동	826	494	332	367	214	153	97	63	34	74	45	29	111	65	46	8	5	3	55	33	22	24	22	2	30	13	17	37	15	22	2	2	-	5	4	1	8	7	1	1	1	-	4	2	2	3	3	-
2019	송파구	거여1동	626	376	250	300	184	116	54	36	18	69	41	28	81	39	42	5	5	-	57	36	21	13	11	2	10	4	6	27	12	15	-	-	-	4	4	-	2	2	-	-	-	-	2	-	2	2	2	-
2019	송파구	거여2동	926	542	384	344	178	166	78	49	29	87	58	29	98	54	44	6	6	-	205	129	76	26	24	2	33	14	19	28	17	11	3	2	1	7	5	2	6	3	3	2	1	1	2	1	1	1	1	-
2019	송파구	마천1동	1,258	734	524	575	318	257	121	77	44	125	70	55	176	101	75	14	12	2	86	52	34	33	29	4	43	24	19	52	28	24	1	1	-	11	7	4	7	6	1	-	-	-	8	7	1	6	2	4
2019	송파구	마천2동	1,210	698	512	576	336	240	119	72	47	124	74	50	158	78	80	10	5	5	76	47	29	12	11	1	52	33	19	55	24	31	1	-	1	12	8	4	3	2	1	1	1	-	6	5	1	5	2	3
2019	송파구	방이1동	440	262	178	186	114	72	41	20	21	50	30	20	62	40	22	5	4	1	31	16	15	14	11	3	15	6	9	20	12	8	3	1	2	1	-	1	6	4	2	-	-	-	6	4	2	-	-	-
2019	송파구	방이2동	785	474	311	378	214	164	91	52	39	79	54	25	86	48	38	9	9	-	43	34	9	15	13	2	31	20	11	37	19	18	2	1	1	4	2	2	4	3	1	1	1	-	5	4	1	-	-	-
2019	송파구	오륜동	296	167	129	126	62	64	41	27	14	26	14	12	38	24	14	1	-	1	18	12	6	10	9	1	8	2	6	14	7	7	2	1	1	3	1	2	5	4	1	-	-	-	4	4	-	-	-	-
2019	송파구	오금동	1,439	822	617	605	332	273	166	91	75	157	92	65	162	90	72	18	12	6	113	62	51	63	53	10	40	24	16	69	36	33	2	1	1	9	7	2	18	11	7	-	-	-	9	5	4	8	6	2
2019	송파구	송파1동	691	436	255	294	184	110	86	52	34	90	63	27	81	45	36	3	3	-	40	23	17	16	13	3	26	16	10	35	20	15	2	2	-	3	3	-	9	8	1	-	-	-	5	4	1	1	-	1
2019	송파구	송파2동	509	295	214	226	124	102	57	32	25	53	31	22	44	21	23	3	3	-	38	28	10	21	15	6	19	11	8	30	22	8	1	1	-	2	1	1	6	3	3	-	-	-	7	2	5	2	1	1
2019	송파구	석촌동	1,039	616	423	469	278	191	111	65	46	106	73	33	128	68	60	7	4	3	70	40	30	22	20	2	43	24	19	58	27	31	3	1	2	1	1	-	10	8	2	3	2	1	6	3	3	2	2	-
2019	송파구	삼전동	938	558	380	415	246	169	112	67	45	96	49	47	120	65	55	6	4	2	44	32	12	24	20	4	43	20	23	51	33	18	3	3	-	4	3	1	11	10	1	1	1	-	6	3	3	2	2	-
2019	송파구	가락본동	745	464	281	348	208	140	80	45	35	80	54	26	79	49	30	4	4	-	41	26	15	20	16	4	19	14	5	50	28	22	1	1	-	5	4	1	7	6	1	-	-	-	9	7	2	2	2	-
2019	송파구	가락1동	512	312	200	232	135	97	61	38	23	44	28	16	51	27	24	1	1	-	33	23	10	27	24	3	11	4	7	33	21	12	3	2	1	5	1	4	5	3	2	-	-	-	6	5	1	-	-	-
2019	송파구	가락2동	925	552	373	395	218	177	96	66	30	114	65	49	114	66	48	6	3	3	71	41	30	26	23	3	26	17	9	48	32	16	2	1	1	7	6	1	8	7	1	1	-	1	9	6	3	2	1	1
2019	송파구	문정1동	601	349	252	239	125	114	69	38	31	49	29	20	76	44	32	9	8	1	72	46	26	22	20	2	19	7	12	34	21	13	3	3	-	4	4	-	2	2	-	-	-	-	1	1	-	2	1	1
2019	송파구	문정2동	518	321	197	226	137	89	55	34	21	51	34	17	77	40	37	6	4	2	25	16	9	20	19	1	7	3	4	24	13	11	3	2	1	8	7	1	13	10	3	-	-	-	3	2	1	-	-	-
2019	송파구	장지동	1,426	838	588	606	344	262	169	94	75	134	84	50	174	93	81	6	3	3	130	82	48	70	63	7	45	17	28	62	44	18	5	3	2	7	5	2	1	-	1	1	1	-	11	3	8	5	2	3
2019	송파구	위례동	749	428	321	322	190	132	72	41	31	78	45	33	101	53	48	7	2	5	56	30	26	32	23	9	17	10	7	52	27	25	2	-	2	2	1	1	3	1	2	-	-	-	3	3	-	2	2	-
2019	송파구	잠실본동	826	490	336	372	208	164	91	58	33	90	65	25	105	52	53	9	7	2	36	28	8	12	11	1	42	20	22	48	29	19	2	1	1	3	2	1	6	4	2	-	-	-	9	4	5	1	1	-
2019	송파구	잠실4동	433	270	163	184	106	78	53	34	19	43	29	14	45	23	22	4	4	-	27	16	11	24	22	2	13	9	4	19	11	8	2	1	1	2	1	1	8	7	1	-	-	-	7	5	2	2	2	-
2019	송파구	잠실6동	372	227	145	143	75	68	50	34	16	43	28	15	58	35	23	4	4	-	22	14	8	13	11	2	11	7	4	15	11	4	2	-	2	1	1	-	3	3	-	-	-	-	6	3	3	1	1	-
2019	송파구	잠실7동	210	134	76	92	49	43	29	19	10	16	14	2	32	18	14	-	-	-	10	8	2	6	6	-	3	1	2	12	9	3	3	3	-	1	1	-	4	4	-	-	-	-	2	2	-	-	-	-
2019	송파구	잠실2동	582	340	242	246	138	108	75	41	34	59	34	25	75	40	35	5	4	1	34	21	13	31	26	5	6	4	2	32	20	12	-	-	-	6	4	2	8	7	1	1	-	1	2	-	2	2	1	1
2019	송파구	잠실3동	706	412	294	312	170	142	68	38	30	72	50	22	93	51	42	6	4	2	50	26	24	17	16	1	17	9	8	40	22	18	6	5	1	2	1	1	16	15	1	-	-	-	3	2	1	4	3	1
2019	강동구	소계	17,669	10,571	7,098	7,901	4,604	3,297	1,963	1,182	781	1,818	1,130	688	2,251	1,282	969	184	135	49	1,340	837	503	401	339	62	594	314	280	779	477	302	44	28	16	90	70	20	120	83	37	19	8	11	108	57	51	57	25	32
2019	강동구	강일동	1,518	868	650	690	367	323	190	110	80	159	100	59	190	108	82	15	7	8	111	68	43	40	38	2	31	19	12	56	25	31	4	2	2	6	5	1	8	7	1	3	1	2	8	6	2	7	5	2
2019	강동구	상일동	487	286	201	208	127	81	72	37	35	33	25	8	66	33	33	5	3	2	56	38	18	11	7	4	11	4	7	19	10	9	-	-	-	2	1	1	2	-	2	-	-	-	2	1	1	-	-	-
2019	강동구	명일1동	861	499	362	374	213	161	87	43	44	83	55	28	114	57	57	10	7	3	74	45	29	19	19	-	33	19	14	42	24	18	2	2	-	4	4	-	9	7	2	1	-	1	6	3	3	3	1	2
2019	강동구	명일2동	454	268	186	184	114	70	38	17	21	54	36	18	71	36	35	5	3	2	38	20	18	12	9	3	10	7	3	24	18	6	3	-	3	3	3	-	4	3	1	-	-	-	6	1	5	2	1	1
2019	강동구	고덕1동	749	454	295	326	204	122	91	56	35	80	45	35	82	46	36	8	5	3	62	37	25	31	27	4	19	6	13	29	20	9	2	-	2	2	1	1	8	4	4	-	-	-	7	2	5	2	1	1
2019	강동구	고덕2동	766	451	315	302	170	132	78	43	35	72	35	37	70	35	35	9	9	-	151	104	47	20	18	2	26	12	14	24	15	9	4	4	-	2	1	1	2	2	-	-	-	-	4	3	1	2	-	2
2019	강동구	암사2동	488	273	215	206	114	92	61	37	24	66	37	29	60	36	24	1	-	1	35	21	14	9	8	1	11	3	8	26	12	14	2	-	2	4	-	4	1	1	-	-	-	-	4	3	1	2	1	1
2019	강동구	암사3동	552	310	242	260	140	120	58	32	26	40	25	15	59	32	27	7	5	2	61	37	24	21	16	5	12	3	9	20	11	9	2	1	1	4	3	1	6	4	2	-	-	-	2	1	1	-	-	-
2019	강동구	천호1동	1,429	864	565	628	370	258	176	117	59	135	89	46	181	101	80	22	15	7	100	55	45	34	32	2	62	33	29	63	36	27	4	3	1	8	6	2	-	-	-	2	-	2	9	5	4	5	2	3
2019	강동구	천호3동	1,337	800	537	631	365	266	143	86	57	142	95	47	173	103	70	18	16	2	77	47	30	14	12	2	56	24	32	61	40	21	2	1	1	7	5	2	6	3	3	1	-	1	6	3	3	-	-	-
2019	강동구	성내1동	663	408	255	284	166	118	90	58	32	74	39	35	85	50	35	7	6	1	35	24	11	23	18	5	11	6	5	33	26	7	3	3	-	4	4	-	7	4	3	1	1	-	2	-	2	4	3	1
2019	강동구	성내2동	1,062	669	393	488	312	176	99	61	38	102	67	35	166	100	66	4	2	2	62	43	19	22	17	5	46	19	27	48	32	16	2	2	-	4	3	1	4	3	1	2	2	-	10	5	5	3	1	2
2019	강동구	성내3동	885	551	334	407	259	148	98	64	34	90	51	39	113	65	48	12	10	2	54	34	20	21	16	5	30	19	11	34	20	14	1	-	1	6	6	-	11	5	6	1	-	1	3	2	1	4	-	4
2019	강동구	둔촌1동	3	2	1	3	2	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2019	강동구	둔촌2동	960	568	392	439	249	190	109	68	41	80	51	29	127	68	59	7	7	-	73	46	27	21	18	3	29	14	15	54	36	18	3	2	1	2	1	1	7	4	3	-	-	-	7	3	4	2	1	1
2019	강동구	암사1동	1,688	1,015	673	746	428	318	191	111	80	198	120	78	199	118	81	17	10	7	115	73	42	34	29	5	72	42	30	74	55	19	3	2	1	9	9	-	13	8	5	2	2	-	9	6	3	6	2	4
2019	강동구	천호2동	1,765	1,059	706	811	465	346	173	109	64	195	123	72	241	144	97	20	18	2	106	63	43	31	24	7	61	36	25	69	37	32	6	5	1	9	8	1	18	15	3	3	2	1	13	5	8	9	5	4
2019	강동구	길동	2,002	1,226	776	914	539	375	209	133	76	215	137	78	254	150	104	17	12	5	130	82	48	38	31	7	74	48	26	103	60	43	1	1	-	14	10	4	14	13	1	3	-	3	10	8	2	6	2	4
